id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
the-graph,grt,The Graph,0.146558,1405826475,82,1588313561,56752368.0,0.147354,0.134549,0.00753039,5.41647,77222793.0,5.81233,9548531509.16547,10788004319.0,10788004319.0,2.84,-94.81442,2021-02-12T07:28:45.775Z,0.052051,183.08467,2022-11-22T10:05:03.503Z,,2025-02-12T22:46:26.002Z
rocket-pool-eth,reth,Rocket Pool ETH,3111.69,1398453738,83,1398453738,10727485.0,3124.85,2890.17,183.64,6.2717,89045796.0,6.80046,447451.9288288594,447451.9288288594,,4814.31,-35.09315,2021-12-01T08:03:50.749Z,887.26,252.18593,2022-06-18T20:55:45.957Z,,2025-02-12T22:46:24.262Z
nexo,nexo,NEXO,1.36,1360123179,84,1360123179,11067421.0,1.37,1.28,0.04451019,3.38323,44912256.0,3.41483,1000000000.0,1000000000.0,1000000000.0,4.07,-66.40136,2021-05-12T14:37:47.535Z,0.04515276,2927.01951,2018-09-13T00:00:00.000Z,"{'times': 12.60123178774014, 'currency': 'usd', 'percentage': 1260.123178774014}",2025-02-12T22:46:31.284Z
quant-network,qnt,Quant,93.35,1357668185,86,1364045418,45637510.0,93.62,85.2,3.65,4.06942,51697587.0,3.95856,14544176.164091088,14612493.0,14612493.0,427.42,-78.09688,2021-09-11T09:15:00.668Z,0.215773,43287.58816,2018-08-23T00:00:00.000Z,"{'times': 13.503896361396622, 'currency': 'eth', 'percentage': 1350.3896361396623}",2025-02-12T22:46:24.483Z
movement,move,Movement,0.564694,1357594009,85,5656641706,115926918.0,0.569546,0.52104,0.02107539,3.87687,53164955.0,4.07573,2400000000.0,10000000000.0,10000000000.0,1.45,-61.07479,2024-12-10T04:05:51.093Z,0.497641,13.40709,2025-02-10T02:30:26.108Z,,2025-02-12T22:46:31.120Z
mantle-staked-ether,meth,Mantle Staked Ether,2920.92,1338822798,87,1338822798,18597639.0,2936.5,2707.15,166.54,6.04625,80195175.0,6.37164,455360.4490881712,455360.9125229668,,4729.53,-38.23407,2024-03-27T05:26:27.333Z,2142.02,36.37788,2023-12-18T10:41:32.686Z,,2025-02-12T22:46:30.483Z
worldcoin-wld,wld,Worldcoin,1.29,1314384338,88,12992718368,239586229.0,1.3,1.19,0.04541438,3.63974,59559539.0,4.74644,1011631515.893162,10000000000.0,10000000000.0,11.74,-88.96801,2024-03-10T00:10:42.330Z,0.973104,33.10223,2023-09-13T07:36:44.064Z,,2025-02-12T22:46:29.086Z
flare-networks,flr,Flare,0.02119468,1247402788,89,2183258941,10090887.0,0.02124717,0.01993211,0.00076164,3.72747,47742862.0,3.9797,58862458911.48003,103023651194.0458,,0.150073,-85.86035,2023-01-10T03:14:05.921Z,0.00827405,156.4619,2023-10-19T03:35:41.663Z,,2025-02-12T22:46:28.921Z
usual-usd,usd0,Usual USD,0.996519,1157070548,90,1157070548,21560179.0,1.002,0.993992,-0.002275575887377368,-0.22783,-1703903.8137004375,-0.14704,1158986196.446378,1158986196.446378,,1.33,-24.7621,2024-07-12T08:28:59.311Z,0.976415,2.15215,2025-01-20T17:07:15.786Z,,2025-02-12T22:46:26.518Z
jasmycoin,jasmy,JasmyCoin,0.02310866,1123612002,91,1160276747,83443729.0,0.02321724,0.02114218,0.00095287,4.30079,45218519.0,4.19314,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.51542,2021-02-16T03:53:32.207Z,0.00275026,743.98389,2022-12-29T20:41:09.113Z,,2025-02-12T22:46:29.551Z
dexe,dexe,DeXe,18.8,1080317850,93,1825722417,14953534.0,19.15,17.8,-0.3146761262959856,-1.64624,-11070280.156925201,-1.01433,57103774.56313077,96504599.33609451,,32.38,-41.57881,2021-03-08T13:29:57.935Z,0.671563,2716.9109,2020-11-06T19:31:40.144Z,,2025-02-12T22:46:25.285Z
sei-network,sei,Sei,0.243321,1078379415,92,2432815851,85181242.0,0.244506,0.218727,0.0152734,6.69745,65833861.0,6.50182,4432638888.0,10000000000.0,,1.14,-78.58183,2024-03-16T02:30:23.904Z,0.095364,155.9743,2023-10-19T08:05:30.655Z,,2025-02-12T22:46:24.373Z
gala,gala,GALA,0.02425183,1046876879,94,1046876926,149226571.0,0.02434732,0.02190093,0.0016087,7.10457,75919298.0,7.81901,42996897981.5305,42996899912.60799,50000000000.0,0.824837,-97.04782,2021-11-26T01:03:48.731Z,0.00013475,17971.10697,2020-12-28T08:46:48.367Z,,2025-02-12T22:46:27.641Z
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,96598.0,1027706467,95,1027706467,5097032.0,96982.0,93897.0,1583.43,1.66652,16481204.0,1.62983,10625.38213362784,10625.38213362784,21000000.0,117077.0,-17.45467,2025-01-20T07:15:49.114Z,11402.13,747.57196,2024-09-10T17:58:43.974Z,,2025-02-12T22:46:24.617Z
eos,eos,EOS,0.664182,1011930490,96,1400932123,143147521.0,0.668753,0.614918,0.0351088,5.58104,59652931.0,6.26424,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.0571,2018-04-29T07:50:33.540Z,0.402746,65.95329,2024-11-04T21:55:59.771Z,"{'times': -0.32910904753668174, 'currency': 'usd', 'percentage': -32.91090475366817}",2025-02-12T22:46:26.475Z
the-sandbox,sand,The Sandbox,0.40811,1003244390,97,1230543328,134853147.0,0.410073,0.374649,0.01571389,4.0046,43895924.0,4.5756,2445857126.2233224,3000000000.0,3000000000.0,8.4,-95.11642,2021-11-25T06:04:40.957Z,0.02897764,1315.10629,2020-11-04T15:59:14.441Z,,2025-02-12T22:46:26.462Z
msol,msol,Marinade Staked SOL,249.95,982076878,98,992933572,50935889.0,251.23,240.44,-0.6888036799283839,-0.27482,-823343.7776455879,-0.08377,3923262.0,3966633.0,3966633.0,363.77,-31.15678,2025-01-19T11:26:02.862Z,8.93,2704.30319,2022-12-29T20:45:33.039Z,,2025-02-12T22:46:30.950Z
floki,floki,FLOKI,0.00010055,979008325,99,1012183569,199692651.0,0.00010122,8.901e-05,7.51e-06,8.07504,80029087.0,8.90222,9672240831804.0,10000000000000.0,10000000000000.0,0.00034495,-70.63995,2024-06-05T07:25:59.137Z,8.428e-08,120067.95901,2021-07-06T01:11:20.438Z,,2025-02-12T22:46:26.528Z
tezos,xtz,Tezos,0.918332,945814698,100,964465286,35582166.0,0.922343,0.849908,0.051337,5.9212,52983515.0,5.93433,1029926489.567812,1050235684.076553,,9.12,-89.88222,2021-10-04T00:41:18.025Z,0.350476,163.16865,2018-12-07T00:00:00.000Z,"{'times': 0.953898378329737, 'currency': 'usd', 'percentage': 95.3898378329737}",2025-02-12T22:46:26.066Z
ethereum-name-service,ens,Ethereum Name Service,28.0,931180608,101,2807671285,136930336.0,28.13,24.89,2.7,10.68246,94564262.0,11.30318,33165585.054507963,100000000.0,100000000.0,83.4,-66.40374,2021-11-11T02:20:01.099Z,6.69,318.76709,2023-10-19T02:35:00.861Z,,2025-02-12T22:46:26.509Z
virtual-protocol,virtual,Virtuals Protocol,1.4,914330362,102,1410964418,308146841.0,1.42,1.2,0.071029,5.33944,51009006.0,5.90846,648018015.3461365,1000000000.0,1000000000.0,5.07,-72.32196,2025-01-02T06:15:38.599Z,0.00748604,18626.7982,2024-01-23T20:55:21.653Z,,2025-02-12T22:46:28.323Z
iota,iota,IOTA,0.250037,911974506,103,1155225455,47233102.0,0.252455,0.223315,0.01515775,6.45344,60611782.0,7.11938,3631397410.0,4600000000.0,,5.25,-95.19301,2017-12-19T00:00:00.000Z,0.081637,209.05964,2020-03-13T02:22:41.168Z,"{'times': 0.9073390504033746, 'currency': 'btc', 'percentage': 90.73390504033746}",2025-02-12T22:46:29.492Z
jito-governance-token,jto,Jito,3.0,881943635,104,3008500320,72349620.0,3.01,2.6,0.385027,14.73959,112335061.0,14.59639,293150587.0,1000000000.0,,6.01,-50.16234,2023-12-07T16:04:48.717Z,1.45,106.35678,2024-01-08T03:34:43.146Z,,2025-02-12T22:46:29.674Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,2867.96,878979611,106,878979611,4127427.0,2870.19,2672.22,168.84,6.25523,54567976.0,6.61902,304802.4560350579,304802.4560350579,,4207.05,-31.77667,2024-12-06T20:30:39.115Z,2198.04,30.57944,2024-01-26T08:09:59.848Z,,2025-02-12T22:46:23.722Z
bittorrent,btt,BitTorrent,8.91307e-07,877898205,105,881405002,22938665.0,8.92246e-07,8.58912e-07,1.3474e-08,1.53487,11831389.0,1.36611,986061142857000.0,990000000000000.0,990000000000000.0,3.43e-06,-74.00224,2022-01-21T04:00:31.909Z,3.65368e-07,144.15712,2023-10-13T05:10:41.241Z,,2025-02-12T22:46:24.166Z
maker,mkr,Maker,1028.96,861749600,107,889503737,116160700.0,1033.11,947.44,71.47,7.46483,61951364.0,7.74587,835767.3438431288,862684.6777999232,1005577.0,6292.31,-83.5809,2021-05-03T21:54:29.333Z,168.36,513.65894,2020-03-16T20:52:36.527Z,,2025-02-12T22:46:30.455Z
flow,flow,Flow,0.536308,841411794,108,841411794,39359494.0,0.536797,0.492925,0.02459515,4.80643,43161191.0,5.40697,1563712953.484012,1563712953.484012,,42.4,-98.73036,2021-04-05T13:49:10.098Z,0.391969,37.3301,2023-09-11T19:41:06.528Z,,2025-02-12T22:46:26.684Z
ultima,ultima,Ultima,19113.57,840134046,109,1923776509,9739558.0,19576.67,18802.04,6.5,0.034,6263042.0,0.75108,43671.083511,100000.0,100000.0,20506.0,-6.71168,2023-09-27T01:29:45.604Z,2038.41,838.46695,2024-06-12T10:32:42.600Z,,2025-02-12T22:46:26.264Z
wbnb,wbnb,Wrapped BNB,698.25,831359099,110,831359099,641010946.0,705.19,627.18,55.15,8.57564,63399251.0,8.25554,1187366.054144496,1187366.054144496,,789.32,-11.26612,2024-12-04T10:35:40.754Z,23.6,2867.38662,2020-09-24T13:48:40.532Z,,2025-02-12T22:46:29.157Z
neo,neo,NEO,11.72,828500711,111,1174678450,41254869.0,11.73,10.7,0.759798,6.93157,57274310.0,7.42639,70530000.0,100000000.0,,198.38,-94.09173,2018-01-15T00:00:00.000Z,0.078349,14859.77956,2016-10-21T00:00:00.000Z,"{'times': 324.58896233969614, 'currency': 'usd', 'percentage': 32458.89623396961}",2025-02-12T22:46:31.219Z
bitcoin-cash-sv,bsv,Bitcoin SV,41.03,816300214,112,816303946,29480071.0,41.17,38.32,1.62,4.11347,36389748.0,4.66589,19824131.25,19824240.625,21000000.0,489.75,-91.58775,2021-04-16T17:09:04.630Z,21.43,92.20618,2023-06-10T04:32:12.266Z,,2025-02-12T22:46:23.780Z
jupiter-staked-sol,jupsol,Jupiter Staked SOL,214.29,813807024,113,813807024,11140583.0,215.25,205.89,-0.5161504943533259,-0.24029,14172501.0,1.77237,3789741.439219344,3789741.439219344,,309.67,-30.80137,2025-01-19T11:22:28.048Z,114.32,87.45013,2024-08-05T11:36:21.655Z,,2025-02-12T22:46:29.528Z
kaia,kaia,Kaia,0.134639,788955017,114,788955042,22509823.0,0.134934,0.128924,0.00413283,3.16678,25916722.0,3.39652,5856641747.106198,5856641936.044253,,0.406698,-67.12888,2024-12-03T00:11:32.242Z,0.113064,18.2397,2024-11-04T21:46:05.335Z,,2025-02-12T22:46:29.570Z
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),97634.0,786497604,115,786497604,184423268.0,98431.0,93906.0,1976.84,2.06659,16758896.0,2.17722,8047.51705678,8047.51705678,,108397.0,-9.26498,2025-01-20T09:11:53.545Z,49594.0,98.31805,2024-08-05T13:30:13.831Z,,2025-02-12T22:46:22.714Z
ronin,ron,Ronin,1.26,782830385,116,1263873755,31465818.0,1.27,1.13,0.113017,9.86345,73282933.0,10.32812,619389698.9641546,1000000000.0,1000000000.0,4.45,-71.57976,2024-03-26T05:12:38.487Z,0.196601,543.37363,2022-11-21T19:36:31.487Z,,2025-02-12T22:46:23.850Z
pyth-network,pyth,Pyth Network,0.214539,781964863,117,2157151123,40185485.0,0.215728,0.194461,0.01370645,6.8248,54061035.0,7.42695,3624988786.43857,10000000000.0,10000000000.0,1.2,-82.04827,2024-03-16T07:01:15.357Z,0.171792,25.01675,2025-02-07T22:33:01.993Z,,2025-02-12T22:46:23.678Z
chain-2,xcn,Onyxcoin,0.02338601,761506637,118,1130196286,226947075.0,0.02469039,0.0189818,0.00238243,11.34299,79452134.0,11.64894,32612721993.242672,48402437326.51888,48402437326.51888,0.184139,-87.2982,2022-05-27T11:45:24.820Z,0.0007055,3215.22888,2023-10-11T20:12:02.910Z,,2025-02-12T22:46:24.767Z
pancakeswap-token,cake,PancakeSwap,2.58,753029080,119,980195081,736088450.0,2.73,1.9,0.624293,31.9833,184893560.0,32.54392,291323932.0261286,379207513.7929145,450000000.0,43.96,-94.117,2021-04-30T10:08:22.934Z,0.194441,1230.19429,2020-11-03T14:29:34.165Z,,2025-02-12T22:46:30.406Z
usdd,usdd,USDD,0.999208,740759172,120,740759172,8962172.0,1.002,0.995314,-0.001403453930044485,-0.14026,-723733.6192700863,-0.09761,739848621.1161304,739848621.1161304,,1.052,-4.86423,2023-10-23T22:45:25.398Z,0.928067,7.82155,2022-06-19T16:15:11.558Z,,2025-02-12T22:46:26.664Z
spx6900,spx,SPX6900,0.789855,740351744,121,740351744,41127071.0,0.795426,0.649864,0.065626,9.06153,69831889.0,10.41459,930993088.596461,930993088.596461,1000000000.0,1.72,-54.09394,2025-01-19T20:46:14.970Z,0.00131808,59897.18398,2024-02-04T19:12:19.110Z,,2025-02-12T22:46:26.496Z
curve-dao-token,crv,Curve DAO,0.558868,721340231,122,1251821300,202563223.0,0.563135,0.50008,0.02446754,4.5785,34464227.0,5.01753,1282528021.0,2225712397.437977,3303030299.0,15.37,-96.33484,2020-08-14T00:00:00.000Z,0.180354,212.39134,2024-08-05T11:41:26.119Z,,2025-02-12T22:46:25.669Z
tether-gold,xaut,Tether Gold,2895.79,715721786,123,715721786,5630833.0,2913.59,2850.16,-2.454728550211712,-0.0847,3348705.0,0.47008,246524.33,246524.33,,2933.01,-1.00542,2025-02-11T02:27:35.898Z,1447.84,100.54161,2020-03-19T13:45:41.821Z,,2025-02-12T22:46:26.582Z
axie-infinity,axs,Axie Infinity,4.48,712584913,124,1213391780,44523843.0,4.49,4.23,0.208125,4.86929,35332416.0,5.21702,158562081.7070611,270000000.0,270000000.0,164.9,-97.27434,2021-11-06T19:29:29.482Z,0.123718,3532.89375,2020-11-06T08:05:43.662Z,,2025-02-12T22:46:23.771Z
mantle-restaked-eth,cmeth,Mantle Restaked ETH,2921.73,687590516,125,687590516,6401617.0,2934.41,2715.81,164.38,5.96164,39722439.0,6.13125,234925.3483295421,234925.3483295421,,4298.87,-33.19946,2024-12-16T18:57:30.480Z,2476.46,15.95859,2024-11-04T21:55:40.653Z,,2025-02-12T22:46:30.384Z
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,0.264846,680456661,126,680456661,3546817.0,0.265978,0.247604,0.01055845,4.15217,28622752.0,4.39111,2564000000.0,2564000000.0,,0.480585,-44.75444,2024-12-08T04:37:38.676Z,0.04955727,435.74726,2022-06-18T20:56:27.223Z,,2025-02-12T22:46:23.609Z
elrond-erd-2,egld,MultiversX,23.91,669730096,128,669730096,29817574.0,23.98,22.05,1.009,4.4031,29992412.0,4.68824,27921977.0,27921977.0,31415926.0,545.64,-95.60504,2021-11-23T10:33:26.737Z,6.51,268.55555,2020-10-07T01:44:53.554Z,,2025-02-12T22:46:26.032Z
helium,hnt,Helium,3.77,668757863,127,840685181,8271028.0,3.86,3.59,-0.00480584207489354,-0.12732,766915.0,0.11481,177394590.4600469,223000000.0,223000000.0,54.88,-93.10467,2021-11-12T23:08:25.301Z,0.113248,3241.30652,2020-04-18T00:19:10.902Z,,2025-02-12T22:46:28.905Z
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),2772.89,657407221,129,657203606,875726384.0,2781.38,2575.67,160.32,6.13654,39616516.0,6.41261,236783.2303869936,236709.8927126763,,4096.05,-33.78775,2024-12-06T20:26:07.826Z,2160.5,25.53038,2024-09-06T21:02:32.860Z,,2025-02-12T22:46:30.490Z
pudgy-penguins,pengu,Pudgy Penguins,0.01038234,654609612,130,798983395,135704945.0,0.01046944,0.00935462,0.00043444,4.36716,31424443.0,5.04255,62860396090.0,76724221271.99486,88888888888.0,0.068447,-84.77138,2024-12-17T13:05:22.873Z,0.00934174,11.57976,2025-02-09T22:05:37.812Z,,2025-02-12T22:46:23.338Z
berachain-bera,bera,Berachain,5.97,645912811,131,3004061919,288324822.0,6.09,5.44,0.203369,3.52874,27748050.0,4.48878,107513853.0594515,500033853.5431175,,14.83,-59.54177,2025-02-06T14:16:01.862Z,4.79,25.27506,2025-02-10T03:01:22.311Z,,2025-02-12T22:46:27.902Z
starknet,strk,Starknet,0.248022,640350437,133,2479982766,74228383.0,0.248844,0.227361,0.01308238,5.56839,33123262.0,5.45484,2582076157.577993,10000000000.0,10000000000.0,4.41,-94.3707,2024-02-20T12:05:13.556Z,0.192648,28.96993,2025-02-03T02:10:54.316Z,,2025-02-12T22:46:25.318Z
decentraland,mana,Decentraland,0.342381,639570262,132,750901910,66491568.0,0.343796,0.315015,0.01693212,5.20271,31962102.0,5.26031,1868010000.70193,2193179327.320146,2193179327.320146,5.85,-94.12796,2021-11-25T10:04:18.534Z,0.00923681,3619.49539,2017-10-31T00:00:00.000Z,"{'times': 16.11902670763287, 'currency': 'usd', 'percentage': 1611.902670763287}",2025-02-12T22:46:25.269Z
aerodrome-finance,aero,Aerodrome Finance,0.836212,638036436,135,1250324816,38107173.0,0.837719,0.748713,0.04575473,5.78838,34736890.0,5.75782,761633490.32918,1492531146.42326,,2.32,-63.87541,2024-12-07T14:00:38.622Z,1.861e-05,4497402.83671,2023-10-17T01:23:50.860Z,,2025-02-12T22:46:21.452Z
ai16z,ai16z,ai16z,0.574615,633489134,134,633489134,345964089.0,0.582425,0.426131,0.0439011,8.27208,46147088.0,7.85694,1099999184.221421,1099999184.221421,1099999958.01,2.47,-77.27369,2025-01-02T06:51:36.053Z,0.010189,5398.36168,2024-11-03T15:09:23.068Z,,2025-02-12T22:46:21.672Z
frax,frax,Frax,0.995199,632662220,136,632662220,9154109.0,1.001,0.978617,-0.001965691553307281,-0.19713,942828.0,0.14925,634433438.165934,634433438.165934,,1.14,-12.39623,2021-02-07T12:55:35.766Z,0.874536,14.24091,2023-03-11T07:50:39.316Z,,2025-02-12T22:46:28.246Z
arweave,ar,Arweave,9.6,628339400,137,628339400,64870833.0,9.61,8.79,0.27902,2.99356,18493806.0,3.03254,65454185.5381511,65454185.5381511,66000000.0,89.24,-89.22681,2021-11-05T04:14:42.689Z,0.298788,3117.49288,2020-01-31T06:47:36.543Z,"{'times': 11.972543926599386, 'currency': 'usd', 'percentage': 1197.2543926599387}",2025-02-12T22:46:22.686Z
usdx-money-usdx,usdx,usdx.money USDX,0.997353,621850017,138,621850017,119559.0,1.003,0.991832,-0.003139043494409965,-0.31375,-1941180.2354336977,-0.31119,624387634.3147511,624387634.3147511,,1.057,-5.48091,2024-12-06T21:42:23.559Z,0.944423,5.81447,2025-02-05T20:50:54.140Z,,2025-02-12T22:46:26.394Z
dogwifcoin,wif,dogwifhat,0.616337,617653659,139,617653659,583468707.0,0.630577,0.561824,-0.005123688748708832,-0.82446,-6101309.664200664,-0.97816,998926392.0,998926392.0,998926392.0,4.83,-87.22937,2024-03-31T09:34:58.366Z,0.00155464,39538.88705,2023-12-13T07:13:50.873Z,,2025-02-12T22:46:26.102Z
chiliz,chz,Chiliz,0.06461,610740198,140,610745992,92469319.0,0.06496,0.057902,0.0061968,10.60862,62388683.0,11.3775,9402435153.0,9402524345.0,,0.878633,-92.60688,2021-03-13T08:04:21.200Z,0.00410887,1480.92983,2019-09-28T00:00:00.000Z,"{'times': 1.9368069519940514, 'currency': 'usd', 'percentage': 193.68069519940514}",2025-02-12T22:46:25.270Z
pendle,pendle,Pendle,3.68,606935671,141,952216239,114464068.0,3.7,3.33,0.04930377,1.35791,9045295.0,1.51287,164731609.4572796,258446028.2446348,258446028.2446348,7.5,-50.68615,2024-04-11T08:25:36.646Z,0.03377729,10854.8517,2022-11-14T20:15:58.336Z,,2025-02-12T22:46:22.650Z
fartcoin,fartcoin,Fartcoin,0.598558,600124631,142,600124631,202747708.0,0.601548,0.487495,0.03876547,6.92498,34644799.0,6.12662,999995328.401604,999995328.401604,1000000000.0,2.48,-76.46498,2025-01-19T20:41:07.782Z,0.02002855,2812.85748,2024-10-30T07:56:04.381Z,,2025-02-12T22:46:26.944Z
pax-gold,paxg,PAX Gold,2915.58,599602507,143,599602507,39331142.0,2940.87,2876.92,4.63,0.15893,-4007025.3022800684,-0.66384,205123.827,205123.827,,2945.24,-0.75632,2025-02-11T02:27:31.986Z,1399.64,108.83648,2019-11-18T03:09:35.959Z,,2025-02-12T22:46:27.250Z
dydx-chain,dydx,dYdX,0.808616,595725357,145,595727234,49401522.0,0.814964,0.729505,0.059699,7.97141,48095853.0,8.78255,732646138.4314383,732648447.5003961,1000000000.0,4.52,-82.09682,2024-03-07T22:19:11.131Z,0.61662,31.19623,2025-02-03T02:11:03.593Z,,2025-02-12T22:46:26.952Z
matic-network,matic,Polygon,0.32968,593758039,144,3296815434,8736162.0,0.331586,0.300945,0.02062706,6.67429,36910708.0,6.62851,1801004791.3914285,10000000000.0,10000000000.0,2.92,-88.62976,2021-12-27T02:08:34.307Z,0.00314376,10447.43559,2019-05-10T00:00:00.000Z,"{'times': 124.35354487140152, 'currency': 'usd', 'percentage': 12435.354487140152}",2025-02-12T22:46:30.593Z
conflux-token,cfx,Conflux,0.120228,593451969,146,674475541,54003333.0,0.120851,0.109441,0.00577668,5.04727,31097118.0,5.5298,4921764189.177008,5593729130.145668,,1.7,-92.90477,2021-03-27T03:43:35.178Z,0.02199898,448.56575,2022-12-30T08:16:30.345Z,,2025-02-12T22:46:26.345Z
paypal-usd,pyusd,PayPal USD,0.998475,590438604,147,590438604,42467120.0,1.007,0.993554,-0.002453501187444584,-0.24512,7026605.0,1.2044,589270550.553564,589270550.553564,,1.021,-2.06162,2023-10-23T22:44:57.056Z,0.959426,4.19704,2024-12-05T22:31:13.430Z,,2025-02-12T22:46:22.529Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,2737.4,588864680,148,6158652759,47589.0,2744.07,2563.2,125.47,4.80371,19615129.0,3.44579,214530.7585333891,2243675.472874383,,5307.23,-48.42072,2024-08-06T16:16:30.007Z,2155.76,26.98237,2024-02-08T11:26:30.368Z,,2025-02-12T22:46:25.898Z
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),2768.18,577895022,149,576259757,622463458.0,2794.46,2555.76,158.65,6.07946,24326547.0,4.3945,208517.8457387176,207927.8044542563,,4097.16,-33.23638,2024-12-06T20:22:25.030Z,2161.12,26.57368,2024-09-06T21:04:39.238Z,,2025-02-12T22:46:23.180Z
beam-2,beam,Beam,0.01084884,572452734,150,665984728,43467165.0,0.01089171,0.00970457,0.00086709,8.68671,49039504.0,9.36918,52561007898.0,61148853857.0,61148853857.0,0.04416304,-75.40265,2024-03-10T10:40:22.381Z,0.0043383,150.3961,2023-10-29T08:20:14.064Z,,2025-02-12T22:46:24.020Z
pumpbtc,pumpbtc,pumpBTC,94052.0,564663844,151,564663844,131678.0,95355.0,90597.0,3400.45,3.75111,21301427.0,3.9203,5996.02134993,5996.02134993,,107240.0,-14.02858,2024-12-17T15:08:12.148Z,48890.0,88.57783,2024-08-05T13:31:21.320Z,,2025-02-12T22:46:23.139Z
resolv-usr,usr,Resolv USR,0.9993,563877964,152,563877964,3554849.0,1.007,0.984557,0.00054239,0.05431,5305508.0,0.94983,563354892.2341074,563354892.2341074,,1.022,-1.92906,2025-01-30T14:52:41.281Z,0.979619,2.30133,2024-11-14T14:48:08.660Z,,2025-02-12T22:46:24.227Z
insurance-2,insurance,INSURANCE,29.33,549086660,154,2877566454,56266.0,29.97,28.05,0.784877,2.7497,16628645.0,3.123,18700000.0,98000000.0,100000000.0,29.97,-2.62476,2025-02-12T20:36:35.044Z,2.16,1248.98985,2024-10-29T20:28:06.400Z,,2025-02-12T22:46:29.360Z
telcoin,tel,Telcoin,0.00703641,547844742,155,704091612,3583085.0,0.00715796,0.0067952,-4.6354658694962e-05,-0.65447,-1516086.0669298172,-0.27597,77808730200.74,100000000000.0,,0.064483,-89.02808,2021-05-11T00:32:24.043Z,6.474e-05,10828.94494,2020-03-13T02:24:47.992Z,"{'times': 6.036413273078729, 'currency': 'usd', 'percentage': 603.6413273078729}",2025-02-12T22:46:26.039Z
apecoin,ape,ApeCoin,0.758735,547338652,153,758665902,105925775.0,0.762736,0.694566,0.050544,7.13713,36944420.0,7.23841,721448863.0,1000000000.0,1000000000.0,26.7,-97.14774,2022-04-28T21:44:21.164Z,0.482009,57.97744,2024-08-05T06:45:11.515Z,,2025-02-12T22:46:23.946Z
kava,kava,Kava,0.503166,546663612,156,546663612,46738159.0,0.505408,0.466726,0.02903257,6.12329,33475802.0,6.52311,1082853808.0,1082853808.0,,9.12,-94.46183,2021-08-30T11:10:02.948Z,0.247359,104.19459,2024-08-05T06:27:34.050Z,,2025-02-12T22:46:29.634Z
meow,meow,MEOW,0.00599766,540838905,157,540838905,1570500.0,0.0064148,0.00568952,-0.000363146815909854,-5.70913,-32909443.570296645,-5.73587,89999918509.65903,89999918509.65903,90000000000.0,0.00923668,-35.78525,2025-01-17T17:41:09.740Z,3.4e-06,174343.01647,2024-08-23T17:34:30.905Z,,2025-02-12T22:46:30.538Z
ecash,xec,eCash,2.705e-05,537245244,158,537246938,25413002.0,2.708e-05,2.54e-05,8.63202e-07,3.29694,17240761.0,3.3155,19824242172583.0,19824304672583.0,21000000000000.0,0.00038001,-92.8664,2021-09-04T17:09:31.137Z,1.847e-05,46.77187,2021-07-20T20:49:46.212Z,,2025-02-12T22:46:25.678Z
wormhole,w,Wormhole,0.185385,532574170,159,1862345610,48372752.0,0.186233,0.167791,0.01142257,6.56612,36111239.0,7.2737,2859695683.0,10000000000.0,10000000000.0,1.66,-88.81944,2024-04-03T11:46:35.308Z,0.158932,16.61764,2025-02-07T06:45:48.628Z,,2025-02-12T22:46:28.719Z
compound-governance-token,comp,Compound,58.98,528265396,160,595574477,85016529.0,59.72,54.55,2.84,5.0497,30295218.0,6.08374,8869846.119822735,10000000.0,10000000.0,910.54,-93.44161,2021-05-12T02:29:08.794Z,25.74,131.99766,2023-06-10T16:15:05.289Z,,2025-02-12T22:46:25.634Z
aioz-network,aioz,AIOZ Network,0.45727,527513380,161,531721597,30879917.0,0.480844,0.403019,-0.02158089736859642,-4.50681,-21458058.615271628,-3.90878,1147403329.169904,1156556694.285722,,2.65,-82.69994,2021-04-03T11:55:34.211Z,0.01099588,4070.72081,2023-09-13T19:20:42.446Z,,2025-02-12T22:46:21.717Z
coredaoorg,core,Core,0.553679,520195073,162,1161846461,42832800.0,0.556982,0.521751,0.00991588,1.82357,9873288.0,1.93472,940235815.1333367,2100000000.0,2100000000.0,6.14,-90.97702,2023-02-08T12:55:39.828Z,0.334237,65.85186,2023-11-03T01:20:55.441Z,,2025-02-12T22:46:24.944Z
